customer_id,event_count,loyalty_tier
C00596,5,Silver
C00597,4,Bronze
C00598,3,Gold
C00599,6,Silver
C00600,8,Gold
C00601,2,Silver
C00602,2,Silver
C00603,5,Bronze
C00604,9,Gold
C00605,1,Bronze
C00606,5,Gold
C00607,3,Silver
C00608,7,Gold
C00609,5,Bronze
C00610,3,Silver
C00611,4,Gold
C00612,3,Silver
C00613,6,Silver
C00614,7,Silver
C00615,4,Bronze
C00616,8,Gold
C00617,5,Bronze
C00618,5,Bronze
C00619,5,Silver
C00620,6,Bronze
C00621,4,Bronze
C00622,5,Silver
C00623,6,Silver
C00624,14,Gold
C00625,4,Bronze
C00626,7,Bronze
C00627,2,Silver
C00628,4,Bronze
C00629,4,Silver
C00630,9,Bronze
C00631,4,Bronze
C00632,11,Silver
C00633,1,Bronze
C00634,3,Silver
C00635,3,Bronze
C00636,9,Bronze
C00637,2,Bronze
C00638,8,Bronze
C00639,5,Bronze
C00640,6,Bronze
C00641,7,Silver
C00642,4,Gold
C00643,8,Bronze
C00644,4,Silver
C00645,6,Silver
C00646,2,Silver
C00647,4,Silver
C00648,4,Silver
C00649,3,Gold
C00650,4,Bronze
C00651,5,Bronze
C00652,10,Gold
C00653,5,Bronze
C00654,2,Silver
C00655,3,Bronze
C00656,1,Silver
C00657,6,Bronze
C00658,1,Silver
C00659,6,Bronze
C00660,3,Bronze
C00661,3,Bronze
C00662,2,Silver
C00663,6,Silver
C00664,1,Silver
C00665,3,Gold
C00666,5,Bronze
C00667,11,Gold
C00668,7,Bronze
C00669,5,Bronze
C00670,4,Silver
C00671,4,Bronze
C00672,5,Silver
C00673,6,Bronze
C00674,1,Bronze
C00675,4,Bronze
C00676,6,Silver
C00677,5,Bronze
C00678,5,Bronze
C00679,5,Gold
C00680,6,Bronze
C00681,5,Silver
C00682,3,Bronze
C00683,5,Bronze
C00684,5,Bronze
C00685,5,Bronze
C00686,7,Silver
C00687,5,Silver
C00688,9,Bronze
C00689,4,Silver
C00690,7,Bronze
C00691,4,Bronze
C00692,9,Silver
C00693,3,Gold
C00694,6,Bronze
C00695,4,Gold
C00696,3,Silver
C00697,3,Silver
C00698,4,Silver
C00699,7,Gold
C00700,3,Silver
C00701,3,Silver
C00702,7,Bronze
C00703,7,Gold
C00704,4,Bronze
C00705,7,Silver
C00706,1,Bronze
C00707,2,Gold
C00708,5,Bronze
C00709,4,Silver
C00710,5,Bronze
C00711,5,Bronze
C00712,3,Bronze
C00713,4,Silver
C00714,5,Bronze
C00715,6,Silver
C00716,3,Bronze
C00717,1,Bronze
C00718,3,Gold
C00719,6,Bronze
C00720,6,Gold
C00721,3,Bronze
C00722,11,Silver
C00723,2,Silver
C00724,7,Bronze
C00725,4,Silver
C00726,9,Bronze
C00727,8,Gold
C00728,5,Silver
C00729,4,Bronze
C00730,3,Bronze
C00731,2,Silver
C00732,4,Bronze
C00733,5,Silver
C00734,3,Bronze
C00735,5,Silver
C00736,4,Bronze
C00737,5,Bronze
C00738,6,Bronze
C00739,3,Silver
C00740,4,Gold
C00741,7,Silver
C00742,4,Bronze
C00743,7,Silver
C00744,15,Bronze
C00745,2,Gold
C00746,6,Silver
C00747,5,Bronze
C00748,2,Silver
C00749,2,Silver
C00750,4,Bronze
C00751,4,Bronze
C00752,4,Silver
C00753,6,Silver
C00754,5,Silver
C00755,3,Bronze
C00756,5,Bronze
C00757,7,Bronze
C00758,1,Silver
C00759,6,Gold
C00760,6,Bronze
C00761,6,Bronze
C00762,8,Gold
C00763,4,Bronze
C00764,1,Silver
C00765,5,Bronze
C00766,7,Bronze
C00767,5,Bronze
C00768,7,Bronze
C00769,4,Silver
C00770,4,Silver
C00771,5,Bronze
C00772,6,Bronze
C00773,5,Silver
C00774,6,Bronze
C00775,6,Bronze
C00776,6,Bronze
C00777,5,Silver
C00778,6,Gold
C00779,3,Silver
C00780,3,Silver
C00781,3,Gold
C00782,3,Bronze
C00783,3,Bronze
C00785,2,Silver
C00786,2,Bronze
C00787,2,Bronze
C00788,7,Bronze
C00789,4,Bronze
C00790,6,Bronze
C00791,8,Bronze
C00792,4,Silver
C00793,6,Gold
C00794,7,Silver
C00795,4,Silver
C00796,5,Bronze
C00797,7,Bronze
C00798,5,Gold
C00799,2,Gold
C00800,2,Bronze
C00801,2,Silver
C00802,6,Silver
C00803,7,Silver
C00804,5,Bronze
C00805,5,Bronze
C00806,2,Bronze
C00807,1,Bronze
C00808,4,Gold
C00809,10,Gold
C00810,6,Silver
C00811,2,Gold
C00812,4,Silver
C00813,2,Silver
C00814,3,Bronze
C00815,4,Bronze
C00816,1,Bronze
C00817,3,Silver
C00818,6,Bronze
C00819,8,Bronze
C00820,3,Gold
C00821,5,Bronze
C00822,2,Bronze
C00823,6,Bronze
C00824,5,Silver
C00825,3,Silver
C00826,2,Bronze
C00827,2,Bronze
C00828,2,Silver
C00829,4,Silver
C00830,4,Bronze
C00831,5,Bronze
C00832,2,Silver
C00833,3,Bronze
C00834,3,Bronze
C00835,5,Bronze
C00836,7,Bronze
C00837,4,Silver
C00838,3,Bronze
C00839,7,Bronze
C00840,6,Bronze
C00841,6,Silver
C00842,5,Bronze
C00843,5,Silver
C00844,7,Gold
C00845,8,Silver
C00846,8,Silver
C00847,6,Gold
C00848,6,Gold
C00849,7,Bronze
C00850,6,Bronze
C00851,6,Gold
C00852,4,Bronze
C00853,2,Gold
C00854,1,Silver
C00855,4,Bronze
C00856,3,Bronze
C00857,4,Silver
C00858,6,Bronze
C00859,3,Silver
C00860,6,Bronze
C00861,6,Silver
C00862,4,Silver
C00863,6,Bronze
C00864,5,Bronze
C00865,3,Bronze
C00866,3,Silver
C00867,5,Bronze
C00868,3,Gold
C00869,6,Silver
C00870,7,Silver
C00871,7,Gold
C00872,6,Bronze
C00873,6,Bronze
C00874,6,Silver
C00875,2,Gold
C00876,7,Bronze
C00877,4,Silver
C00878,7,Bronze
C00879,7,Silver
C00880,5,Bronze
C00881,5,Bronze
C00882,4,Bronze
C00883,5,Bronze
C00884,5,Bronze
C00885,6,Bronze
C00886,6,Silver
C00887,7,Bronze
C00888,5,Gold
C00889,3,Bronze
C00890,4,Bronze
C00891,5,Silver
C00892,3,Silver
C00893,6,Silver
C00894,4,Gold
C00895,6,Bronze
C00896,4,Silver
C00897,5,Bronze
C00898,1,Gold
C00899,6,Bronze
C00900,3,Bronze
C00901,3,Bronze
C00902,4,Silver
C00903,4,Bronze
C00904,8,Gold
C00905,7,Bronze
C00906,5,Silver
C00907,8,Silver
C00908,5,Silver
C00909,5,Silver
C00910,8,Bronze
C00911,4,Bronze
C00912,7,Bronze
C00913,7,Gold
C00914,6,Bronze
C00915,6,Bronze
C00916,4,Bronze
C00917,4,Bronze
C00918,4,Bronze
C00919,4,Bronze
C00920,2,Bronze
C00921,3,Gold
C00922,3,Bronze
C00923,1,Silver
C00924,4,Bronze
C00925,3,Bronze
C00926,3,Gold
C00927,1,Bronze
C00928,7,Silver
C00929,6,Gold
C00930,4,Silver
C00931,4,Bronze
C00932,10,Silver
C00933,6,Gold
C00934,3,Silver
C00935,6,Gold
C00936,9,Gold
C00937,8,Gold
C00938,4,Silver
C00939,2,Silver
C00940,7,Silver
C00941,6,Silver
C00942,6,Silver
C00943,6,Gold
C00944,2,Bronze
C00945,4,Bronze
C00946,6,Silver
C00947,6,Bronze
C00948,6,Bronze
C00949,9,Silver
C00950,5,Silver
C00951,3,Bronze
C00952,9,Bronze
C00953,8,Bronze
C00954,4,Gold
C00955,4,Bronze
C00956,5,Bronze
C00957,1,Bronze
C00958,4,Bronze
C00959,3,Bronze
C00960,7,Silver
C00961,6,Gold
C00962,2,Bronze
C00963,3,Silver
C00964,7,Silver
C00965,4,Bronze
C00966,4,Silver
C00967,8,Silver
C00968,10,Bronze
C00969,3,Gold
C00970,8,Silver
C00971,6,Silver
C00972,6,Silver
C00973,10,Bronze
C00974,8,Bronze
C00975,5,Bronze
C00976,10,Silver
C00977,8,Gold
C00978,4,Silver
C00979,3,Gold
C00980,7,Bronze
C00981,2,Gold
C00982,5,Silver
C00983,5,Gold
C00984,2,Gold
C00985,4,Bronze
C00986,7,Silver
C00987,8,Bronze
C00988,5,Silver
C00989,6,Silver
C00990,7,Silver
C00991,3,Bronze
C00992,1,Gold
C00993,3,Bronze
C00994,5,Bronze
C00995,4,Bronze
C00996,1,Bronze
C00997,6,Silver
C00998,7,Silver
C00999,9,Bronze
C01000,4,Gold
C01001,3,Gold
C01002,2,Bronze
C01003,6,Bronze
C01004,6,Silver
C01005,6,Bronze
C01006,7,Silver
C01007,6,Silver
C01008,3,Bronze
C01009,5,Silver
C01010,7,Bronze
C01011,10,Bronze
C01012,7,Bronze
C01013,6,Silver
C01014,2,Silver
C01015,7,Bronze
C01016,5,Bronze
C01017,5,Silver
C01018,7,Gold
C01019,6,Silver
C01020,2,Bronze
C01021,7,Bronze
C01022,4,Silver
C01023,6,Bronze
C01024,5,Gold
C01025,4,Bronze
C01026,2,Gold
C01027,4,Bronze
C01028,3,Silver
C01029,3,Gold
C01030,6,Bronze
C01031,2,Silver
C01032,6,Bronze
C01033,4,Silver
C01034,4,Silver
C01035,7,Silver
C01036,7,Bronze
C01037,4,Bronze
C01038,4,Gold
C01039,3,Bronze
C01040,9,Silver
C01041,5,Silver
C01042,6,Silver
C01043,5,Silver
C01044,9,Gold
C01045,4,Silver
C01046,5,Bronze
C01047,5,Bronze
C01048,6,Silver
C01049,5,Gold
C01050,7,Silver
C01051,8,Bronze
C01052,3,Bronze
C01053,5,Silver
C01054,5,Bronze
C01055,2,Bronze
C01056,5,Silver
C01057,6,Bronze
C01058,2,Gold
C01059,6,Gold
C01060,4,Bronze
C01061,4,Gold
C01062,6,Bronze
C01063,7,Silver
C01064,6,Bronze
C01065,5,Bronze
C01066,4,Bronze
C01067,9,Bronze
C01068,4,Silver
C01069,6,Silver
C01070,3,Bronze
C01071,6,Silver
C01072,1,Silver
C01073,1,Bronze
C01074,5,Bronze
C01075,4,Gold
C01076,3,Bronze
C01077,5,Bronze
C01078,5,Gold
C01079,4,Silver
C01080,7,Bronze
C01081,4,Bronze
C01082,5,Bronze
C01083,5,Silver
C01084,6,Bronze
C01085,7,Bronze
C01086,6,Gold
C01087,5,Bronze
C01088,4,Bronze
C01089,4,Bronze
C01090,4,Bronze
C01091,5,Silver
C01092,3,Silver
C01093,7,Bronze
C01094,4,Bronze
C01095,5,Bronze
C01096,4,Bronze
C01097,10,Silver
C01098,5,Silver
C01099,2,Bronze
C01100,3,Silver
C01101,8,Silver
C01102,4,Silver
C01103,5,Gold
C01104,4,Silver
C01105,4,Bronze
C01106,3,Silver
C01107,4,Gold
C01108,4,Silver
C01109,2,Silver
C01110,4,Silver
C01111,9,Silver
C01112,3,Bronze
C01113,4,Bronze
C01114,2,Gold
C01115,2,Silver
C01116,5,Silver
C01117,5,Gold
C01118,1,Bronze
C01119,5,Bronze
C01120,8,Silver
C01121,8,Bronze
C01122,3,Silver
C01123,5,Bronze
C01124,6,Silver
C01125,4,Gold
C01126,6,Bronze
C01127,12,Bronze
C01128,7,Bronze
C01129,3,Bronze
C01130,4,Bronze
C01131,2,Gold
C01132,5,Gold
C01133,6,Bronze
C01134,6,Bronze
C01135,4,Bronze
C01136,4,Bronze
C01137,3,Bronze
C01138,5,Bronze
C01139,4,Bronze
C01140,6,Bronze
C01141,6,Bronze
C01142,10,Bronze
C01143,8,Silver
C01145,4,Bronze
C01146,6,Bronze
C01147,7,Bronze
C01148,4,Silver
C01149,6,Gold
C01150,4,Bronze
C01151,3,Bronze
C01152,6,Gold
C01153,4,Silver
C01154,6,Bronze
C01155,5,Silver
C01156,5,Bronze
C01157,5,Bronze
C01158,5,Bronze
C01159,1,Bronze
C01160,3,Bronze
C01161,4,Silver
C01162,3,Bronze
C01163,2,Bronze
C01164,9,Bronze
C01165,4,Bronze
C01166,5,Bronze
C01167,4,Silver
C01168,6,Bronze
C01169,5,Bronze
C01170,6,Bronze
C01171,12,Bronze
C01172,6,Silver
C01173,3,Bronze
C01174,5,Bronze
C01175,5,Gold
C01176,2,Gold
C01177,7,Silver
C01178,4,Silver
C01179,8,Bronze
C01180,4,Gold
C01181,5,Silver
C01182,6,Bronze
C01183,5,Bronze
C01184,4,Silver
C01185,5,Bronze
C01186,8,Silver
C01187,7,Gold
C01188,7,Gold
C01189,5,Silver
C01190,3,Silver
C01191,4,Bronze
C01192,4,Silver
C01193,3,Bronze
C01194,7,Bronze
C01195,7,Silver
C01196,2,Bronze
C01197,5,Bronze
C01198,7,Silver
C01199,5,Bronze
C01200,7,Bronze
C01201,4,Gold
C01202,3,Bronze
C01203,4,Silver
C01204,6,Bronze
C01205,8,Bronze
C01206,4,Bronze
C01207,1,Gold
C01208,8,Silver
C01209,5,Bronze
C01210,2,Bronze
C01211,5,Bronze
C01212,6,Silver
C01213,3,Bronze
C01214,9,Silver
C01215,3,Bronze
C01216,4,Bronze
C01217,6,Bronze
C01218,5,Silver
C01219,8,Bronze
C01220,4,Silver
C01221,10,Silver
C01222,4,Bronze
C01223,5,Bronze
C01224,6,Silver
C01225,4,Bronze
C01226,3,Silver
C01227,6,Gold
C01228,3,Bronze
C01229,8,Bronze
C01230,4,Bronze
C01231,1,Bronze
C01232,3,Bronze
C01233,3,Bronze
C01234,4,Bronze
C01235,1,Gold
C01236,9,Silver
C01237,4,Bronze
C01238,6,Bronze
C01239,4,Silver
C01240,8,Silver
C01241,4,Bronze
C01242,2,Silver
C01243,4,Gold
C01244,5,Bronze
C01245,3,Silver
C01246,8,Silver
C01247,5,Bronze
C01248,7,Bronze
C01249,5,Gold
C01250,5,Bronze
C01251,5,Bronze
C01252,6,Bronze
C01253,6,Silver
C01254,3,Bronze
C01255,4,Bronze
C01256,4,Bronze
C01257,1,Gold
C01258,7,Bronze
C01259,2,Bronze
C01260,3,Silver
C01261,3,Bronze
C01262,8,Bronze
C01263,2,Bronze
C01264,12,Silver
C01265,4,Silver
C01266,7,Gold
C01267,6,Silver
C01268,3,Silver
C01269,4,Gold
C01270,5,Silver
C01271,5,Bronze
C01272,2,Silver
C01273,5,Gold
C01274,1,Bronze
C01275,6,Bronze
C01276,10,Silver
C01277,3,Bronze
C01278,8,Bronze
C01279,7,Bronze
C01281,6,Bronze
C01282,7,Gold
C01283,3,Silver
C01284,6,Silver
C01285,9,Silver
C01286,3,Bronze
C01287,4,Gold
C01288,6,Silver
C01289,6,Gold
C01290,5,Bronze
C01291,6,Gold
C01292,3,Silver
C01293,5,Silver
C01294,5,Silver
C01295,4,Bronze
C01296,4,Bronze
C01297,7,Gold
C01298,3,Gold
C01299,2,Gold
C01300,6,Silver
C01301,11,Silver
C01302,4,Bronze
C01303,4,Bronze
C01304,8,Bronze
C01305,2,Bronze
C01306,5,Bronze
C01307,2,Bronze
C01308,4,Gold
C01309,6,Gold
C01310,7,Silver
C01311,9,Silver
C01312,5,Silver
C01313,2,Bronze
C01314,2,Bronze
C01315,4,Silver
C01316,3,Silver
C01317,7,Bronze
C01318,9,Silver
C01319,8,Silver
C01320,3,Gold
C01321,2,Silver
C01322,9,Silver
C01323,9,Gold
C01324,2,Bronze
C01325,7,Silver
C01326,6,Silver
C01327,4,Bronze
C01328,3,Bronze
C01329,4,Bronze
C01330,8,Gold
C01331,6,Silver
C01332,2,Bronze
C01333,7,Bronze
